,x_pos,y_pos,level,correct,id
0,0,0,9,1,0
1,0,0,9,1,0
2,0,0,10,1,0
3,0,0,10,1,0
4,0,0,10,1,0
5,0,0,11,1,0
6,0,0,11,1,0
7,0,0,11,1,0
8,0,0,11,1,0
9,0,0,11,1,0
10,0,0,11,1,0
11,0,0,11,1,0
12,0,0,11,0,0
13,0,0,11,0,0
14,0,0,12,1,0
15,0,0,12,1,0
16,0,0,12,1,0
17,0,0,12,0,0
18,0,0,12,0,0
19,0,0,13,1,0
20,0,0,13,1,0
21,0,0,13,0,0
22,0,0,13,0,0
23,0,0,14,1,0
24,0,0,14,1,0
25,0,0,14,1,0
26,0,0,14,1,0
27,0,0,14,1,0
28,0,0,14,0,0
29,0,0,15,1,0
30,0,0,15,1,0
31,0,0,15,1,0
32,0,0,15,0,0
33,0,0,16,1,0
34,0,0,16,1,0
35,0,0,16,1,0
36,0,0,17,1,0
37,0,0,17,1,0
38,0,0,17,1,0
39,0,0,17,1,0
40,0,0,17,1,0
41,0,0,17,1,0
42,0,0,17,1,0
43,0,0,17,1,0
44,0,0,17,0,0
45,0,0,18,1,0
46,0,0,18,1,0
47,0,0,18,1,0
48,0,0,18,1,0
49,0,0,18,1,0
50,0,0,18,1,0
51,0,0,18,1,0
52,0,0,18,1,0
53,0,0,18,0,0
54,0,0,18,0,0
55,0,0,18,0,0
56,0,0,18,0,0
57,0,0,19,1,0
58,0,0,19,1,0
59,0,0,19,1,0
60,0,0,19,1,0
61,0,0,19,1,0
62,0,0,19,1,0
63,0,0,19,0,0
64,0,0,19,0,0
65,0,0,20,1,0
66,0,0,20,1,0
67,0,0,20,1,0
68,0,0,20,0,0
69,0,0,20,0,0
70,0,0,20,0,0
71,0,0,20,0,0
72,0,0,20,0,0
73,0,0,20,0,0
74,0,0,21,1,0
75,0,0,21,1,0
76,0,0,21,1,0
77,0,0,21,0,0
78,0,0,21,0,0
79,0,0,22,0,0
80,0,1,9,1,5
81,0,1,10,1,5
82,0,1,12,1,5
83,0,1,12,1,5
84,0,1,12,1,5
85,0,1,12,0,5
86,0,1,13,1,5
87,0,1,13,1,5
88,0,1,13,1,5
89,0,1,14,1,5
90,0,1,14,0,5
91,0,1,15,1,5
92,0,1,15,1,5
93,0,1,15,0,5
94,0,1,16,1,5
95,0,1,16,1,5
96,0,1,16,1,5
97,0,1,16,0,5
98,0,1,17,1,5
99,0,1,17,1,5
100,0,1,17,0,5
101,0,1,18,1,5
102,0,1,18,1,5
103,0,1,18,1,5
104,0,1,18,1,5
105,0,1,19,1,5
106,0,1,19,1,5
107,0,1,19,0,5
108,0,1,20,1,5
109,0,1,20,1,5
110,0,1,20,1,5
111,0,1,20,1,5
112,0,1,20,1,5
113,0,1,20,1,5
114,0,1,20,0,5
115,0,1,21,1,5
116,0,1,21,1,5
117,0,1,21,1,5
118,0,1,21,1,5
119,0,1,21,0,5
120,0,1,22,1,5
121,0,1,22,0,5
122,0,1,22,0,5
123,0,1,23,1,5
124,0,1,23,1,5
125,0,1,23,1,5
126,0,1,23,0,5
127,0,1,24,1,5
128,0,1,25,1,5
129,0,1,25,1,5
130,0,1,25,1,5
131,0,1,26,1,5
132,0,1,26,1,5
133,0,1,26,0,5
134,0,1,26,0,5
135,0,1,27,1,5
136,0,1,27,1,5
137,0,1,27,0,5
138,0,1,28,1,5
139,0,1,28,1,5
140,0,1,28,0,5
141,0,1,29,1,5
142,0,1,29,1,5
143,0,1,29,0,5
144,0,1,29,0,5
145,0,1,30,1,5
146,0,1,30,1,5
147,0,1,31,1,5
148,0,1,31,0,5
149,0,1,32,0,5
150,0,1,33,1,5
151,0,1,33,1,5
152,0,1,34,1,5
153,0,1,35,1,5
154,0,1,35,1,5
155,0,1,35,0,5
156,0,1,35,0,5
157,0,1,37,1,5
158,0,1,37,0,5
159,0,1,38,0,5
160,0,2,12,1,10
161,0,2,20,1,10
162,0,2,22,1,10
163,0,2,22,1,10
164,0,2,22,1,10
165,0,2,23,1,10
166,0,2,23,1,10
167,0,2,23,1,10
168,0,2,23,1,10
169,0,2,23,1,10
170,0,2,23,1,10
171,0,2,23,1,10
172,0,2,23,1,10
173,0,2,24,1,10
174,0,2,24,1,10
175,0,2,24,0,10
176,0,2,25,1,10
177,0,2,25,1,10
178,0,2,25,1,10
179,0,2,25,0,10
180,0,2,26,1,10
181,0,2,26,1,10
182,0,2,26,0,10
183,0,2,27,1,10
184,0,2,27,0,10
185,0,2,28,1,10
186,0,2,28,1,10
187,0,2,29,1,10
188,0,2,30,1,10
189,0,2,30,1,10
190,0,2,30,0,10
191,0,2,31,1,10
192,0,2,31,1,10
193,0,2,31,1,10
194,0,2,31,1,10
195,0,2,31,0,10
196,0,2,32,1,10
197,0,2,32,1,10
198,0,2,32,1,10
199,0,2,33,1,10
200,0,2,33,1,10
201,0,2,33,1,10
202,0,2,33,1,10
203,0,2,33,0,10
204,0,2,33,0,10
205,0,2,33,0,10
206,0,2,34,1,10
207,0,2,34,1,10
208,0,2,34,1,10
209,0,2,34,1,10
210,0,2,34,1,10
211,0,2,34,0,10
212,0,2,34,0,10
213,0,2,34,0,10
214,0,2,35,1,10
215,0,2,35,1,10
216,0,2,36,1,10
217,0,2,36,1,10
218,0,2,36,0,10
219,0,2,36,0,10
220,0,2,37,1,10
221,0,2,37,1,10
222,0,2,37,1,10
223,0,2,37,1,10
224,0,2,37,0,10
225,0,2,37,0,10
226,0,2,37,0,10
227,0,2,38,1,10
228,0,2,38,1,10
229,0,2,38,1,10
230,0,2,38,1,10
231,0,2,38,0,10
232,0,2,39,1,10
233,0,2,39,0,10
234,0,2,39,0,10
235,0,2,39,0,10
236,0,2,40,1,10
237,0,2,40,0,10
238,0,2,41,1,10
239,0,2,42,0,10
240,0,3,12,1,15
241,0,3,20,1,15
242,0,3,22,1,15
243,0,3,23,1,15
244,0,3,25,1,15
245,0,3,25,1,15
246,0,3,25,1,15
247,0,3,26,1,15
248,0,3,26,1,15
249,0,3,28,1,15
250,0,3,29,1,15
251,0,3,29,1,15
252,0,3,29,0,15
253,0,3,30,1,15
254,0,3,31,1,15
255,0,3,31,1,15
256,0,3,31,1,15
257,0,3,32,1,15
258,0,3,32,1,15
259,0,3,32,1,15
260,0,3,32,1,15
261,0,3,33,1,15
262,0,3,33,1,15
263,0,3,33,1,15
264,0,3,34,1,15
265,0,3,34,1,15
266,0,3,34,1,15
267,0,3,34,1,15
268,0,3,34,1,15
269,0,3,34,1,15
270,0,3,34,0,15
271,0,3,34,0,15
272,0,3,35,1,15
273,0,3,35,1,15
274,0,3,35,1,15
275,0,3,35,1,15
276,0,3,35,1,15
277,0,3,35,0,15
278,0,3,35,0,15
279,0,3,36,1,15
280,0,3,36,1,15
281,0,3,36,1,15
282,0,3,36,1,15
283,0,3,36,1,15
284,0,3,36,1,15
285,0,3,36,0,15
286,0,3,36,0,15
287,0,3,36,0,15
288,0,3,37,1,15
289,0,3,37,1,15
290,0,3,37,1,15
291,0,3,37,1,15
292,0,3,37,0,15
293,0,3,37,0,15
294,0,3,38,1,15
295,0,3,38,1,15
296,0,3,38,1,15
297,0,3,38,1,15
298,0,3,38,0,15
299,0,3,38,0,15
300,0,3,38,0,15
301,0,3,38,0,15
302,0,3,39,1,15
303,0,3,39,1,15
304,0,3,39,1,15
305,0,3,39,0,15
306,0,3,39,0,15
307,0,3,40,1,15
308,0,3,40,1,15
309,0,3,40,1,15
310,0,3,40,0,15
311,0,3,40,0,15
312,0,3,41,1,15
313,0,3,41,1,15
314,0,3,41,0,15
315,0,3,41,0,15
316,0,3,42,1,15
317,0,3,42,1,15
318,0,3,43,0,15
319,0,3,43,0,15
320,1,0,12,1,1
321,1,0,15,1,1
322,1,0,18,1,1
323,1,0,20,1,1
324,1,0,21,1,1
325,1,0,23,1,1
326,1,0,23,0,1
327,1,0,24,1,1
328,1,0,24,1,1
329,1,0,24,1,1
330,1,0,25,1,1
331,1,0,25,1,1
332,1,0,25,1,1
333,1,0,25,0,1
334,1,0,26,1,1
335,1,0,26,0,1
336,1,0,27,1,1
337,1,0,28,1,1
338,1,0,28,1,1
339,1,0,28,0,1
340,1,0,29,1,1
341,1,0,30,1,1
342,1,0,30,1,1
343,1,0,30,1,1
344,1,0,31,1,1
345,1,0,31,0,1
346,1,0,32,1,1
347,1,0,32,1,1
348,1,0,32,1,1
349,1,0,33,1,1
350,1,0,33,1,1
351,1,0,34,1,1
352,1,0,34,1,1
353,1,0,34,0,1
354,1,0,35,1,1
355,1,0,35,1,1
356,1,0,35,0,1
357,1,0,36,1,1
358,1,0,36,1,1
359,1,0,36,1,1
360,1,0,37,1,1
361,1,0,37,0,1
362,1,0,37,0,1
363,1,0,38,1,1
364,1,0,38,1,1
365,1,0,38,1,1
366,1,0,38,1,1
367,1,0,39,1,1
368,1,0,39,1,1
369,1,0,39,1,1
370,1,0,39,1,1
371,1,0,39,0,1
372,1,0,39,0,1
373,1,0,40,1,1
374,1,0,40,1,1
375,1,0,40,0,1
376,1,0,41,1,1
377,1,0,41,1,1
378,1,0,41,1,1
379,1,0,41,1,1
380,1,0,41,1,1
381,1,0,42,1,1
382,1,0,42,1,1
383,1,0,42,1,1
384,1,0,42,1,1
385,1,0,42,1,1
386,1,0,42,1,1
387,1,0,42,1,1
388,1,0,42,1,1
389,1,0,42,1,1
390,1,0,42,0,1
391,1,0,42,0,1
392,1,0,42,0,1
393,1,0,42,0,1
394,1,0,42,0,1
395,1,0,42,0,1
396,1,0,43,1,1
397,1,0,43,0,1
398,1,0,43,0,1
399,1,0,43,0,1
400,1,1,5,1,6
401,1,1,6,1,6
402,1,1,7,1,6
403,1,1,8,1,6
404,1,1,8,1,6
405,1,1,8,1,6
406,1,1,8,1,6
407,1,1,8,1,6
408,1,1,8,1,6
409,1,1,8,0,6
410,1,1,9,1,6
411,1,1,9,1,6
412,1,1,9,1,6
413,1,1,9,1,6
414,1,1,9,1,6
415,1,1,9,1,6
416,1,1,9,1,6
417,1,1,9,0,6
418,1,1,9,0,6
419,1,1,9,0,6
420,1,1,10,1,6
421,1,1,10,1,6
422,1,1,10,0,6
423,1,1,10,0,6
424,1,1,11,1,6
425,1,1,11,1,6
426,1,1,11,1,6
427,1,1,11,1,6
428,1,1,11,1,6
429,1,1,11,1,6
430,1,1,11,0,6
431,1,1,12,1,6
432,1,1,12,1,6
433,1,1,12,1,6
434,1,1,12,1,6
435,1,1,12,1,6
436,1,1,12,1,6
437,1,1,12,0,6
438,1,1,13,1,6
439,1,1,13,1,6
440,1,1,13,1,6
441,1,1,13,1,6
442,1,1,13,1,6
443,1,1,13,1,6
444,1,1,13,1,6
445,1,1,13,1,6
446,1,1,13,1,6
447,1,1,13,0,6
448,1,1,13,0,6
449,1,1,13,0,6
450,1,1,14,1,6
451,1,1,14,1,6
452,1,1,14,1,6
453,1,1,14,1,6
454,1,1,14,1,6
455,1,1,14,1,6
456,1,1,14,1,6
457,1,1,14,1,6
458,1,1,14,0,6
459,1,1,14,0,6
460,1,1,14,0,6
461,1,1,15,1,6
462,1,1,15,1,6
463,1,1,15,1,6
464,1,1,15,1,6
465,1,1,15,1,6
466,1,1,15,1,6
467,1,1,15,0,6
468,1,1,15,0,6
469,1,1,15,0,6
470,1,1,15,0,6
471,1,1,15,0,6
472,1,1,15,0,6
473,1,1,16,1,6
474,1,1,16,1,6
475,1,1,16,0,6
476,1,1,17,0,6
477,1,1,17,0,6
478,1,1,18,1,6
479,1,1,19,0,6
480,1,2,12,1,11
481,1,2,17,1,11
482,1,2,18,1,11
483,1,2,19,1,11
484,1,2,19,1,11
485,1,2,19,1,11
486,1,2,19,1,11
487,1,2,20,1,11
488,1,2,20,1,11
489,1,2,20,1,11
490,1,2,20,1,11
491,1,2,20,1,11
492,1,2,20,1,11
493,1,2,20,0,11
494,1,2,21,1,11
495,1,2,21,1,11
496,1,2,21,1,11
497,1,2,21,1,11
498,1,2,21,1,11
499,1,2,21,0,11
500,1,2,22,1,11
501,1,2,22,1,11
502,1,2,22,0,11
503,1,2,22,0,11
504,1,2,23,1,11
505,1,2,23,1,11
506,1,2,23,1,11
507,1,2,23,1,11
508,1,2,23,1,11
509,1,2,23,1,11
510,1,2,24,0,11
511,1,2,25,1,11
512,1,2,25,1,11
513,1,2,25,1,11
514,1,2,25,0,11
515,1,2,25,0,11
516,1,2,26,1,11
517,1,2,26,1,11
518,1,2,26,1,11
519,1,2,26,0,11
520,1,2,27,1,11
521,1,2,27,1,11
522,1,2,28,1,11
523,1,2,28,1,11
524,1,2,28,0,11
525,1,2,28,0,11
526,1,2,28,0,11
527,1,2,28,0,11
528,1,2,29,1,11
529,1,2,29,1,11
530,1,2,29,1,11
531,1,2,30,1,11
532,1,2,30,1,11
533,1,2,30,0,11
534,1,2,30,0,11
535,1,2,31,1,11
536,1,2,31,1,11
537,1,2,31,1,11
538,1,2,31,0,11
539,1,2,32,1,11
540,1,2,32,1,11
541,1,2,32,1,11
542,1,2,32,1,11
543,1,2,32,1,11
544,1,2,32,0,11
545,1,2,33,1,11
546,1,2,33,1,11
547,1,2,33,1,11
548,1,2,33,0,11
549,1,2,33,0,11
550,1,2,34,1,11
551,1,2,34,1,11
552,1,2,34,0,11
553,1,2,35,1,11
554,1,2,35,0,11
555,1,2,35,0,11
556,1,2,35,0,11
557,1,2,35,0,11
558,1,2,36,1,11
559,1,2,38,0,11
560,1,3,11,1,16
561,1,3,12,1,16
562,1,3,12,1,16
563,1,3,14,1,16
564,1,3,15,1,16
565,1,3,16,1,16
566,1,3,17,1,16
567,1,3,17,1,16
568,1,3,17,1,16
569,1,3,18,1,16
570,1,3,18,1,16
571,1,3,18,1,16
572,1,3,18,1,16
573,1,3,19,1,16
574,1,3,19,1,16
575,1,3,19,0,16
576,1,3,20,1,16
577,1,3,20,1,16
578,1,3,20,0,16
579,1,3,20,0,16
580,1,3,20,0,16
581,1,3,21,1,16
582,1,3,21,0,16
583,1,3,22,1,16
584,1,3,22,1,16
585,1,3,22,1,16
586,1,3,22,1,16
587,1,3,23,1,16
588,1,3,23,1,16
589,1,3,23,1,16
590,1,3,23,1,16
591,1,3,23,1,16
592,1,3,23,1,16
593,1,3,23,1,16
594,1,3,24,1,16
595,1,3,24,1,16
596,1,3,24,1,16
597,1,3,24,1,16
598,1,3,24,1,16
599,1,3,24,1,16
600,1,3,24,1,16
601,1,3,24,0,16
602,1,3,25,1,16
603,1,3,25,1,16
604,1,3,25,1,16
605,1,3,25,1,16
606,1,3,25,1,16
607,1,3,25,1,16
608,1,3,25,0,16
609,1,3,25,0,16
610,1,3,25,0,16
611,1,3,25,0,16
612,1,3,26,1,16
613,1,3,26,1,16
614,1,3,26,1,16
615,1,3,26,1,16
616,1,3,26,1,16
617,1,3,26,1,16
618,1,3,26,1,16
619,1,3,26,0,16
620,1,3,26,0,16
621,1,3,26,0,16
622,1,3,27,1,16
623,1,3,27,1,16
624,1,3,27,1,16
625,1,3,27,1,16
626,1,3,27,0,16
627,1,3,27,0,16
628,1,3,27,0,16
629,1,3,28,1,16
630,1,3,28,1,16
631,1,3,28,1,16
632,1,3,28,1,16
633,1,3,28,0,16
634,1,3,28,0,16
635,1,3,29,1,16
636,1,3,29,1,16
637,1,3,29,0,16
638,1,3,30,1,16
639,1,3,30,0,16
640,2,0,12,1,2
641,2,0,15,1,2
642,2,0,16,1,2
643,2,0,18,1,2
644,2,0,18,1,2
645,2,0,19,1,2
646,2,0,20,1,2
647,2,0,20,1,2
648,2,0,20,1,2
649,2,0,21,0,2
650,2,0,22,1,2
651,2,0,22,1,2
652,2,0,22,1,2
653,2,0,22,1,2
654,2,0,23,1,2
655,2,0,23,1,2
656,2,0,23,0,2
657,2,0,24,1,2
658,2,0,24,1,2
659,2,0,24,1,2
660,2,0,24,0,2
661,2,0,25,1,2
662,2,0,25,1,2
663,2,0,25,1,2
664,2,0,25,1,2
665,2,0,25,1,2
666,2,0,25,0,2
667,2,0,26,1,2
668,2,0,26,1,2
669,2,0,26,1,2
670,2,0,26,1,2
671,2,0,26,1,2
672,2,0,26,0,2
673,2,0,27,1,2
674,2,0,27,1,2
675,2,0,27,1,2
676,2,0,27,1,2
677,2,0,27,0,2
678,2,0,28,1,2
679,2,0,28,1,2
680,2,0,28,1,2
681,2,0,28,1,2
682,2,0,28,1,2
683,2,0,28,1,2
684,2,0,28,1,2
685,2,0,28,0,2
686,2,0,28,0,2
687,2,0,28,0,2
688,2,0,29,1,2
689,2,0,29,1,2
690,2,0,29,1,2
691,2,0,29,1,2
692,2,0,29,1,2
693,2,0,29,1,2
694,2,0,29,0,2
695,2,0,29,0,2
696,2,0,30,1,2
697,2,0,30,1,2
698,2,0,30,1,2
699,2,0,30,1,2
700,2,0,30,1,2
701,2,0,30,0,2
702,2,0,30,0,2
703,2,0,31,1,2
704,2,0,31,1,2
705,2,0,31,1,2
706,2,0,31,1,2
707,2,0,31,1,2
708,2,0,31,1,2
709,2,0,31,1,2
710,2,0,31,1,2
711,2,0,31,0,2
712,2,0,31,0,2
713,2,0,31,0,2
714,2,0,31,0,2
715,2,0,31,0,2
716,2,0,32,0,2
717,2,0,32,0,2
718,2,0,33,0,2
719,2,0,34,0,2
720,2,1,8,1,7
721,2,1,10,1,7
722,2,1,11,1,7
723,2,1,11,0,7
724,2,1,12,1,7
725,2,1,12,1,7
726,2,1,13,1,7
727,2,1,13,1,7
728,2,1,13,1,7
729,2,1,14,1,7
730,2,1,14,1,7
731,2,1,14,1,7
732,2,1,14,0,7
733,2,1,15,1,7
734,2,1,15,1,7
735,2,1,15,1,7
736,2,1,15,1,7
737,2,1,15,1,7
738,2,1,15,0,7
739,2,1,16,1,7
740,2,1,16,1,7
741,2,1,16,0,7
742,2,1,16,0,7
743,2,1,17,1,7
744,2,1,17,1,7
745,2,1,17,1,7
746,2,1,18,1,7
747,2,1,18,1,7
748,2,1,18,1,7
749,2,1,18,1,7
750,2,1,18,1,7
751,2,1,18,1,7
752,2,1,19,1,7
753,2,1,19,1,7
754,2,1,19,1,7
755,2,1,19,0,7
756,2,1,19,0,7
757,2,1,20,1,7
758,2,1,20,1,7
759,2,1,20,1,7
760,2,1,20,1,7
761,2,1,20,1,7
762,2,1,20,0,7
763,2,1,20,0,7
764,2,1,21,1,7
765,2,1,21,1,7
766,2,1,21,1,7
767,2,1,22,1,7
768,2,1,22,1,7
769,2,1,22,1,7
770,2,1,22,1,7
771,2,1,22,1,7
772,2,1,22,0,7
773,2,1,23,1,7
774,2,1,23,1,7
775,2,1,23,1,7
776,2,1,23,1,7
777,2,1,23,1,7
778,2,1,23,1,7
779,2,1,23,0,7
780,2,1,24,1,7
781,2,1,24,1,7
782,2,1,24,1,7
783,2,1,24,1,7
784,2,1,24,1,7
785,2,1,24,0,7
786,2,1,25,1,7
787,2,1,25,1,7
788,2,1,25,1,7
789,2,1,25,1,7
790,2,1,25,0,7
791,2,1,25,0,7
792,2,1,26,1,7
793,2,1,26,0,7
794,2,1,26,0,7
795,2,1,26,0,7
796,2,1,26,0,7
797,2,1,27,0,7
798,2,1,27,0,7
799,2,1,28,0,7
800,2,2,11,1,12
801,2,2,12,1,12
802,2,2,12,1,12
803,2,2,13,1,12
804,2,2,13,1,12
805,2,2,13,1,12
806,2,2,14,1,12
807,2,2,14,0,12
808,2,2,15,1,12
809,2,2,15,1,12
810,2,2,15,1,12
811,2,2,15,0,12
812,2,2,16,1,12
813,2,2,16,1,12
814,2,2,16,1,12
815,2,2,16,1,12
816,2,2,16,0,12
817,2,2,17,1,12
818,2,2,17,1,12
819,2,2,17,1,12
820,2,2,17,1,12
